Name,Subclass,Url,Division,Retailer
A.C.C. AVRAAM ENTERPRISES LIMITED,,acc-avraam-enterprises-limited-1?ref=maptile,,Fuel Daddy
R.A.M. OIL CYPRUS LIMITED,,ram-oil-cyprus-limited-68?ref=maptile,,Fuel Daddy
NAVATA PETROL LTD,,navata-petrol-ltd-1?ref=maptile,,Fuel Daddy
CORAL ENERGY PRODUCTS CYPRUS LTD,,coral-energy-products-cyprus-ltd-34?ref=maptile,,Fuel Daddy
J & S PETROL STATION LIMITED,,j-s-petrol-station-limited-1?ref=maptile,,Fuel Daddy
CORAL ENERGY PRODUCTS CYPRUS LTD,,coral-energy-products-cyprus-ltd-35?ref=maptile,,Fuel Daddy
ΧΑΡΑΛΑΜΠΟΣ ΜΑΞΟΥΤΗΣ ΛΙΜΙΤΕΔ,,charalampos-maxoytis-limited?ref=maptile,,Fuel Daddy
G.K.S SAMATAS LIMITED,,gks-samatas-limited-1?ref=maptile,,Fuel Daddy
ΑΝΔΡΕΑΣ ΔΩΡΟΘΕΟΥ & ΥΙΟΙ ΛΙΜΙΤΕΔ,,andreas-dorotheoy-yioi-limited?ref=maptile,,Fuel Daddy
TROPALI PETROLEUM TWO LTD,,tropali-petroleum-two-ltd-1?ref=maptile,,Fuel Daddy
ΚΩΣΤΑΚΗΣ Δ. ΚΩΝΣΤΑΝΤΙΝΟΥ,,kostakis-d-konstantinoy-1?ref=maptile,,Fuel Daddy
PETROLINA (HOLDINGS) PUBLIC LIMITED,,petrolina-holdings-public-limited-63?ref=maptile,,Fuel Daddy
ΠΡΑΤΗΡΙΟ ΒΕΝΖΙΝΗΣ ΑΔΑΜΟΣ ΧΡΙΣΤΟΔΟΥΛΟΥ & ΥΙΟΙ ΛΙΜΙΤΕΔ,,pratirio-venzinis-adamos-christodoyloy-yioi-limited-1?ref=maptile,,Fuel Daddy
ANGIO TRADING LIMITED,,angio-trading-limited-1?ref=maptile,,Fuel Daddy
ΑΔΕΛΦΟΙ Π & Π ΧΡΙΣΤΟΔΟΥΛΟΥ ΛΙΜΙΤΕΔ,,adelfoi-p-p-christodoyloy-limited?ref=maptile,,Fuel Daddy
R.A.M. OIL CYPRUS LIMITED,,adelfoi-p-p-christodoyloy-limited?ref=maptile,,Fuel Daddy
ΛΟΥΚΑΣ Θ. ΛΟΥΚΑ & ΥΙΟΙ (ΠΕΤΡΕΛΑΙΟΕΙΔΗ) ΛΤΔ,,loykas-th-loyka-yioi-petrelaioeidi-ltd-1?ref=maptile,,Fuel Daddy
ΣΤΑΘΜΟΣ ΒΕΝΖΙΝΗΣ Α.Γ. ΘΕΟΧΑΡΟΥΣ ΛΙΜΙΤΕΔ,,stathmos-venzinis-ag-theocharoys-limited?ref=maptile,,Fuel Daddy
R.A.M. OIL CYPRUS LIMITED,,ram-oil-cyprus-limited-75?ref=maptile,,Fuel Daddy
R.A.M. OIL CYPRUS LIMITED,,ram-oil-cyprus-limited-78?ref=maptile,,Fuel Daddy
LODELIA LIMITED,,lodelia-limited-1?ref=maptile,,Fuel Daddy
ΑΝΔΡΕΑΣ & ΚΩΣΤΑΣ ΙΩΑΝΝΟΥ ΛΙΜΙΤΕΔ,,andreas-kostas-ioannoy-limited?ref=maptile,,Fuel Daddy
Π. ΛΟΙΖΟΥ & ΥΙΟΙ ΛΙΜΙΤΕΔ,,p-loizoy-yioi-limited-1?ref=maptile,,Fuel Daddy
DOUBLE N. GAS STATION LIMITED,,double-n-gas-station-limited-1?ref=maptile,,Fuel Daddy
"SOFT ""N"" FOAMY CAR WASH LIMITED",,soft-n-foamy-car-wash-limited-5?ref=maptile,,Fuel Daddy
STAROIL (CYPRUS) LTD,,staroil-cyprus-ltd-24?ref=maptile,,Fuel Daddy
STAROIL (CYPRUS) LTD,,staroil-cyprus-ltd-19?ref=maptile,,Fuel Daddy
R.A.M. OIL CYPRUS LIMITED,,ram-oil-cyprus-limited-66?ref=maptile,,Fuel Daddy
MICHALIS KNEKNAS TRADING LTD,,michalis-kneknas-trading-ltd-1?ref=maptile,,Fuel Daddy
E. & M. EVAGOROU BROS LTD,,e-m-evagorou-bros-ltd-1?ref=maptile,,Fuel Daddy
ΝΙΚΟΣ Χ. ΠΙΕΡΙΔΗΣ ΠΕΤΡΕΛΑΙΟΕΙΔΗ ΛΙΜΙΤΕΔ,,nikos-ch-pieridis-petrelaioeidi-limited-1?ref=maptile,,Fuel Daddy
ΠΑΥΛΟΣ ΔΙΑΚΟΣ & ΥΙΟΙ (ΠΕΤΡΕΛΑΙΟΕΙΔΗ) ΛΙΜΙΤΕΔ,,paylos-diakos-yioi-petrelaioeidi-limited-1?ref=maptile,,Fuel Daddy
CORAL ENERGY PRODUCTS CYPRUS LTD,,coral-energy-products-cyprus-ltd-37?ref=maptile,,Fuel Daddy
ANDREAS THEOCHAROUS (PETROL STATION) LIMITED,,andreas-theocharous-petrol-station-limited-1?ref=maptile,,Fuel Daddy
Marios Miltiadous Petrol Station Ltd,,marios-miltiadous-petrol-station-ltd-1?ref=maptile,,Fuel Daddy
STAROIL (CYPRUS) LTD,,staroil-cyprus-ltd-23?ref=maptile,,Fuel Daddy
CORAL ENERGY PRODUCTS CYPRUS LTD,,coral-energy-products-cyprus-ltd-39?ref=maptile,,Fuel Daddy
CORAL ENERGY PRODUCTS CYPRUS LTD,,coral-energy-products-cyprus-ltd-40?ref=maptile,,Fuel Daddy
PETROLINA (HOLDINGS) PUBLIC LIMITED,,petrolina-holdings-public-limited-59?ref=maptile,,Fuel Daddy
JACKOSON ENTERPRISES LIMITED,,jackoson-enterprises-limited-1?ref=maptile,,Fuel Daddy
PETROLINA (HOLDINGS) PUBLIC LIMITED,,petrolina-holdings-public-limited-55?ref=maptile,,Fuel Daddy
R.A.M. OIL CYPRUS LIMITED,,ram-oil-cyprus-limited-55?ref=maptile,,Fuel Daddy
CORAL ENERGY PRODUCTS CYPRUS LTD,,coral-energy-products-cyprus-ltd-28?ref=maptile,,Fuel Daddy
A. K. Konnaris Service Station Ltd,,a-k-konnaris-service-station-ltd-1?ref=maptile,,Fuel Daddy
ΠΑΝΙΚΟΣ Σ. ΜΑΠΠΑΣ (ΠΕΤΡΕΛΑΙΟΕΙΔΗ) ΛΙΜΙΤΕΔ,,panikos-s-mappas-petrelaioeidi-limited-1?ref=maptile,,Fuel Daddy
STAROIL (CYPRUS) LTD,,staroil-cyprus-ltd-15?ref=maptile,,Fuel Daddy
OLSERVE LIMITED,,olserve-limited-1?ref=maptile,,Fuel Daddy
R.A.M. OIL CYPRUS LIMITED,,ram-oil-cyprus-limited-58?ref=maptile,,Fuel Daddy
GREENOIL LIMITED,,greenoil-limited-1?ref=maptile,,Fuel Daddy
SOFOCLIS PETROL STATION LTD,,sofoclis-petrol-station-ltd?ref=maptile,,Fuel Daddy
PETROLINA (HOLDINGS) PUBLIC LIMITED,,petrolina-holdings-public-limited-58?ref=maptile,,Fuel Daddy
INDEXICO LIMITED,,indexico-limited-1?ref=maptile,,Fuel Daddy
R.A.M. OIL CYPRUS LIMITED,,indexico-limited-1?ref=maptile,,Fuel Daddy
