Date,Name,Subclass,Price,Division,Retailer
2025-12-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,0.939,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2025-12-28,SIMOS KADI LIMITED - Πετρέλαιο Κίνησης,Diesel,1.409,TRANSPORT,ESSO
2025-12-28,SIMOS KADI LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,0.959,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2025-12-28,SIMOS KADI LIMITED - Κηροζίνη,Liquid fuels,1.009,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2025-12-28,POWERPULLS LIMITED - Πετρέλαιο Κίνησης,Diesel,1.449,TRANSPORT,PETROLINA
2025-12-28,POWERPULLS LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,0.999,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2025-12-28,POWERPULLS LIMITED - Κηροζίνη,Liquid fuels,1.009,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2025-12-28,P. & F. ZANTI LIMITED - Αμόλυβδη 98,Petrol,1.429,TRANSPORT,ESSO
2025-12-28,P. & F. ZANTI LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,0.939,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2025-12-28,COSTAS SAVVIDES (PETROL STATION) LIMITED - Πετρέλαιο Κίνησης,Diesel,1.358,TRANSPORT,ENI
2025-12-28,COSTAS SAVVIDES (PETROL STATION) LIMITED - Αμόλυβδη 95,Petrol,1.279,TRANSPORT,ENI
2025-12-28,COSTAS SAVVIDES (PETROL STATION) LIMITED - Αμόλυβδη 98,Petrol,1.359,TRANSPORT,ENI
2025-12-28,ANGIO TRADING LIMITED - Αμόλυβδη 95,Petrol,1.289,TRANSPORT,ESSO
2025-12-28,ANGIO TRADING LIMITED - Αμόλυβδη 98,Petrol,1.39,TRANSPORT,ESSO
2025-12-28,ANGIO TRADING LIMITED - Πετρέλαιο Κίνησης,Diesel,1.429,TRANSPORT,ESSO
2025-12-28,D. KTORIDIS & YIOS LTD - Πετρέλαιο Θέρμανσης,Liquid fuels,0.899,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2025-12-28,POWERPULLS LIMITED - Αμόλυβδη 95,Petrol,1.315,TRANSPORT,PETROLINA
2025-12-28,P. & F. ZANTI LIMITED - Αμόλυβδη 95,Petrol,1.349,TRANSPORT,ESSO
2025-12-28,P. & F. ZANTI LIMITED - Κηροζίνη,Liquid fuels,1.0,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2025-12-28,P. & F. ZANTI LIMITED - Πετρέλαιο Κίνησης,Diesel,1.429,TRANSPORT,ESSO
2025-12-28,ANDREAS DOROTHEOU & YIOI LIMITED - Αμόλυβδη 98,Petrol,1.479,TRANSPORT,SHELL
2025-12-28,PRATIRIO VENZINIS ADAMOS CHRISTODOULOU & YIOI LIMITED - Πετρέλαιο Κίνησης,Diesel,1.455,TRANSPORT,EKO
2025-12-28,PRATIRIO VENZINIS ADAMOS CHRISTODOULOU & YIOI LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,0.96,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2025-12-28,PRATIRIO VENZINIS ADAMOS CHRISTODOULOU & YIOI LIMITED - Κηροζίνη,Liquid fuels,1.02,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2025-12-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Αμόλυβδη 95,Petrol,1.286,TRANSPORT,PETROLINA
2025-12-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Αμόλυβδη 98,Petrol,1.387,TRANSPORT,PETROLINA
2025-12-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,0.939,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2025-12-28,LOUKAS TH. LOUKA & YIOI (PETRELAIOEIDI) LTD - Κηροζίνη,Liquid fuels,0.959,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2025-12-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Πετρέλαιο Κίνησης,Diesel,1.399,TRANSPORT,PETROLINA
2025-12-28,KOSTAKIS D. KONSTANTINOU - Αμόλυβδη 95,Petrol,1.307,TRANSPORT,PETROLINA
2025-12-28,TROPALI PETROLEUM TWO LTD - Κηροζίνη,Liquid fuels,0.999,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2025-12-28,KOSTAKIS D. KONSTANTINOU - Πετρέλαιο Κίνησης,Diesel,1.485,TRANSPORT,PETROLINA
2025-12-28,KOSTAKIS D. KONSTANTINOU - Πετρέλαιο Θέρμανσης,Liquid fuels,0.969,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2025-12-28,KOSTAKIS D. KONSTANTINOU - Κηροζίνη,Liquid fuels,1.0,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2025-12-28,TROPALI PETROLEUM TWO LTD - Αμόλυβδη 98,Petrol,1.389,TRANSPORT,ESSO
2025-12-28,KOSTAKIS D. KONSTANTINOU - Αμόλυβδη 98,Petrol,1.445,TRANSPORT,PETROLINA
2025-12-28,ANGIO TRADING LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,0.939,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2025-12-28,R.A.M. OIL CYPRUS LIMITED - Αμόλυβδη 98,Petrol,1.387,TRANSPORT,EKO
2025-12-28,R.A.M. OIL CYPRUS LIMITED - Πετρέλαιο Κίνησης,Diesel,1.379,TRANSPORT,EKO
2025-12-28,ANDREAS DOROTHEOU & YIOI LIMITED - Πετρέλαιο Κίνησης,Diesel,1.437,TRANSPORT,SHELL
2025-12-28,R.A.M. OIL CYPRUS LIMITED - Κηροζίνη,Liquid fuels,0.998,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2025-12-28,ADELFOI P & P CHRISTODOULOU LIMITED - Πετρέλαιο Κίνησης,Diesel,1.379,TRANSPORT,PETROLINA
2025-12-28,ADELFOI P & P CHRISTODOULOU LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,0.899,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2025-12-28,ADELFOI P & P CHRISTODOULOU LIMITED - Κηροζίνη,Liquid fuels,0.959,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2025-12-28,R.A.M. OIL CYPRUS LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,0.899,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2025-12-28,TROPALI PETROLEUM TWO LTD - Αμόλυβδη 95,Petrol,1.307,TRANSPORT,ESSO
2025-12-28,R.A.M. OIL CYPRUS LIMITED - Αμόλυβδη 95,Petrol,1.276,TRANSPORT,EKO
2025-12-28,ADELFOI P & P CHRISTODOULOU LIMITED - Αμόλυβδη 95,Petrol,1.276,TRANSPORT,PETROLINA
2025-12-28,ADELFOI P & P CHRISTODOULOU LIMITED - Αμόλυβδη 98,Petrol,1.359,TRANSPORT,PETROLINA
2025-12-28,LOUKAS TH. LOUKA & YIOI (PETRELAIOEIDI) LTD - Αμόλυβδη 95,Petrol,1.309,TRANSPORT,EKO
2025-12-28,LOUKAS TH. LOUKA & YIOI (PETRELAIOEIDI) LTD - Αμόλυβδη 98,Petrol,1.399,TRANSPORT,EKO
2025-12-28,LOUKAS TH. LOUKA & YIOI (PETRELAIOEIDI) LTD - Πετρέλαιο Κίνησης,Diesel,1.439,TRANSPORT,EKO
2025-12-28,ANDREAS DOROTHEOU & YIOI LIMITED - Αμόλυβδη 95,Petrol,1.349,TRANSPORT,SHELL
2025-12-28,TROPALI PETROLEUM TWO LTD - Πετρέλαιο Κίνησης,Diesel,1.399,TRANSPORT,ESSO
2025-12-28,TROPALI PETROLEUM TWO LTD - Πετρέλαιο Θέρμανσης,Liquid fuels,0.969,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2025-12-28,J & S PETROL STATION LIMITED - Κηροζίνη,Liquid fuels,0.999,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2025-12-28,K. KOFTEROS & G. GEROU LIMITED - Πετρέλαιο Κίνησης,Diesel,1.439,TRANSPORT,SHELL
2025-12-28,K. KOFTEROS & G. GEROU LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,0.949,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL
2025-12-28,A G A PETROL STATION LIMITED - Αμόλυβδη 95,Petrol,1.348,TRANSPORT,EKO
2025-12-28,A G A PETROL STATION LIMITED - Αμόλυβδη 98,Petrol,1.429,TRANSPORT,EKO
2025-12-28,J & S PETROL STATION LIMITED - Πετρέλαιο Κίνησης,Diesel,1.485,TRANSPORT,PETROLINA
2025-12-28,A G A PETROL STATION LIMITED - Πετρέλαιο Κίνησης,Diesel,1.439,TRANSPORT,EKO
2025-12-28,R.A.M. OIL CYPRUS LIMITED - Κηροζίνη,Liquid fuels,0.998,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2025-12-28,K. KOFTEROS & G. GEROU LIMITED - Αμόλυβδη 98,Petrol,1.468,TRANSPORT,SHELL
2025-12-28,A.C.C. AVRAAM ENTERPRISES LIMITED - Αμόλυβδη 98,Petrol,1.392,TRANSPORT,PETROLINA
2025-12-28,A.C.C. AVRAAM ENTERPRISES LIMITED - Πετρέλαιο Κίνησης,Diesel,1.439,TRANSPORT,PETROLINA
2025-12-28,A.C.C. AVRAAM ENTERPRISES LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,0.939,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2025-12-28,A.C.C. AVRAAM ENTERPRISES LIMITED - Κηροζίνη,Liquid fuels,0.999,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2025-12-28,J & S PETROL STATION LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,0.969,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2025-12-28,TROPALI PETROLEUM TWO LTD - Πετρέλαιο Κίνησης,Diesel,1.399,TRANSPORT,ESSO
2025-12-28,TROPALI PETROLEUM TWO LTD - Πετρέλαιο Θέρμανσης,Liquid fuels,0.969,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2025-12-28,G.K.S SAMATAS LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,0.989,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2025-12-28,R.A.M. OIL CYPRUS LIMITED - Αμόλυβδη 95,Petrol,1.348,TRANSPORT,EKO
2025-12-28,R.A.M. OIL CYPRUS LIMITED - Αμόλυβδη 98,Petrol,1.387,TRANSPORT,EKO
2025-12-28,R.A.M. OIL CYPRUS LIMITED - Πετρέλαιο Κίνησης,Diesel,1.439,TRANSPORT,EKO
2025-12-28,NAVATA PETROL LTD - Αμόλυβδη 95,Petrol,1.348,TRANSPORT,PETROLINA
2025-12-28,NAVATA PETROL LTD - Αμόλυβδη 98,Petrol,1.392,TRANSPORT,PETROLINA
2025-12-28,NAVATA PETROL LTD - Πετρέλαιο Κίνησης,Diesel,1.439,TRANSPORT,PETROLINA
2025-12-28,NAVATA PETROL LTD - Κηροζίνη,Liquid fuels,0.999,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2025-12-28,CORAL ENERGY PRODUCTS CYPRUS LTD - Αμόλυβδη 98,Petrol,1.484,TRANSPORT,SHELL
2025-12-28,A.C.C. AVRAAM ENTERPRISES LIMITED - Αμόλυβδη 95,Petrol,1.348,TRANSPORT,PETROLINA
2025-12-28,A G A PETROL STATION LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,0.939,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2025-12-28,A G A PETROL STATION LIMITED - Κηροζίνη,Liquid fuels,0.999,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2025-12-28,CORAL ENERGY PRODUCTS CYPRUS LTD - Πετρέλαιο Θέρμανσης,Liquid fuels,0.932,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL
2025-12-28,CORAL ENERGY PRODUCTS CYPRUS LTD - Κηροζίνη,Liquid fuels,0.998,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL
2025-12-28,J & S PETROL STATION LIMITED - Αμόλυβδη 95,Petrol,1.347,TRANSPORT,PETROLINA
2025-12-28,ANDREAS DOROTHEOU & YIOI LIMITED - Αμόλυβδη 95,Petrol,1.349,TRANSPORT,SHELL
2025-12-28,R.A.M. OIL CYPRUS LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,0.933,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2025-12-28,NAVATA PETROL LTD - Πετρέλαιο Θέρμανσης,Liquid fuels,0.939,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2025-12-28,CORAL ENERGY PRODUCTS CYPRUS LTD - Πετρέλαιο Κίνησης,Diesel,1.437,TRANSPORT,SHELL
2025-12-28,CORAL ENERGY PRODUCTS CYPRUS LTD - Αμόλυβδη 95,Petrol,1.344,TRANSPORT,SHELL
2025-12-28,D. KTORIDIS & YIOS LTD - Πετρέλαιο Κίνησης,Diesel,1.358,TRANSPORT,PETROLINA
2025-12-28,CORAL ENERGY PRODUCTS CYPRUS LTD - Αμόλυβδη 95,Petrol,1.344,TRANSPORT,SHELL
2025-12-28,CORAL ENERGY PRODUCTS CYPRUS LTD - Αμόλυβδη 98,Petrol,1.484,TRANSPORT,SHELL
2025-12-28,CORAL ENERGY PRODUCTS CYPRUS LTD - Πετρέλαιο Κίνησης,Diesel,1.437,TRANSPORT,SHELL
2025-12-28,CORAL ENERGY PRODUCTS CYPRUS LTD - Πετρέλαιο Θέρμανσης,Liquid fuels,0.932,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL
2025-12-28,G.K.S SAMATAS LIMITED - Αμόλυβδη 95,Petrol,1.379,TRANSPORT,ESSO
2025-12-28,G.K.S SAMATAS LIMITED - Πετρέλαιο Κίνησης,Diesel,1.499,TRANSPORT,ESSO
2025-12-28,PETROU ENERGY SOLUTION LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,0.935,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2025-12-28,G.K.S SAMATAS LIMITED - Αμόλυβδη 98,Petrol,1.459,TRANSPORT,ESSO
2025-12-28,G.K.S SAMATAS LIMITED - Κηροζίνη,Liquid fuels,1.019,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2025-12-28,TROPALI PETROLEUM TWO LTD - Κηροζίνη,Liquid fuels,0.999,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2025-12-28,ANDREAS DOROTHEOU & YIOI LIMITED - Αμόλυβδη 98,Petrol,1.479,TRANSPORT,SHELL
2025-12-28,ANDREAS DOROTHEOU & YIOI LIMITED - Πετρέλαιο Κίνησης,Diesel,1.437,TRANSPORT,SHELL
2025-12-28,ANDREAS DOROTHEOU & YIOI LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,0.989,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL
2025-12-28,TROPALI PETROLEUM TWO LTD - Αμόλυβδη 98,Petrol,1.389,TRANSPORT,ESSO
2025-12-28,R.A.M. OIL CYPRUS LIMITED - Κηροζίνη,Liquid fuels,0.998,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2025-12-28,PRATIRIO VENZINIS ADAMOS CHRISTODOULOU & YIOI LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,0.96,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2025-12-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Κηροζίνη,Liquid fuels,0.998,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2025-12-28,PRATIRIO VENZINIS ADAMOS CHRISTODOULOU & YIOI LIMITED - Κηροζίνη,Liquid fuels,1.02,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2025-12-28,K. KOFTEROS & G. GEROU LIMITED - Αμόλυβδη 95,Petrol,1.348,TRANSPORT,SHELL
2025-12-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Κηροζίνη,Liquid fuels,0.998,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2025-12-28,KOSTAKIS D. KONSTANTINOU - Πετρέλαιο Κίνησης,Diesel,1.485,TRANSPORT,PETROLINA
2025-12-28,KOSTAKIS D. KONSTANTINOU - Πετρέλαιο Θέρμανσης,Liquid fuels,0.969,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2025-12-28,KOSTAKIS D. KONSTANTINOU - Κηροζίνη,Liquid fuels,1.0,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2025-12-28,LOUKAS TH. LOUKA & YIOI (PETRELAIOEIDI) LTD - Πετρέλαιο Θέρμανσης,Liquid fuels,0.899,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2025-12-28,TROPALI PETROLEUM TWO LTD - Αμόλυβδη 95,Petrol,1.307,TRANSPORT,ESSO
2025-12-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Αμόλυβδη 95,Petrol,1.286,TRANSPORT,PETROLINA
2025-12-28,KOSTAKIS D. KONSTANTINOU - Αμόλυβδη 95,Petrol,1.307,TRANSPORT,PETROLINA
2025-12-28,KOSTAKIS D. KONSTANTINOU - Αμόλυβδη 98,Petrol,1.445,TRANSPORT,PETROLINA
2025-12-28,PRATIRIO VENZINIS ADAMOS CHRISTODOULOU & YIOI LIMITED - Αμόλυβδη 95,Petrol,1.289,TRANSPORT,EKO
2025-12-28,PRATIRIO VENZINIS ADAMOS CHRISTODOULOU & YIOI LIMITED - Αμόλυβδη 98,Petrol,1.41,TRANSPORT,EKO
2025-12-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Κηροζίνη,Liquid fuels,0.998,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2025-12-28,VASOU EXPRESS LYBE CENTER LIMITED - Αμόλυβδη 98,Petrol,1.399,TRANSPORT,EKO
2025-12-28,M.D.N. ITALOS FUELS LIMITED - Αμόλυβδη 98,Petrol,1.332,TRANSPORT,PETROLINA
2025-12-28,KALL-ENI CITY GAS STATION LTD - Πετρέλαιο Κίνησης,Diesel,1.435,TRANSPORT,ENI
2025-12-28,P. DIOGENOUS PETROL STATION LTD - Κηροζίνη,Liquid fuels,1.03,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ENI
2025-12-28,R.A.M. OIL CYPRUS LIMITED - Πετρέλαιο Κίνησης,Diesel,1.449,TRANSPORT,EKO
2025-12-28,ADELFOI P & P CHRISTODOULOU LIMITED - Πετρέλαιο Κίνησης,Diesel,1.379,TRANSPORT,PETROLINA
2025-12-28,ADELFOI P & P CHRISTODOULOU LIMITED - Κηροζίνη,Liquid fuels,0.959,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2025-12-28,ADELFOI P & P CHRISTODOULOU LIMITED - Αμόλυβδη 95,Petrol,1.276,TRANSPORT,PETROLINA
2025-12-28,ANDREAS & KOSTAS IOANNOU LIMITED - Αμόλυβδη 98,Petrol,1.406,TRANSPORT,ESSO
2025-12-28,LODELIA LIMITED - Αμόλυβδη 98,Petrol,1.409,TRANSPORT,EKO
2025-12-28,ANDREAS & KOSTAS IOANNOU LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,0.988,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2025-12-28,LOUKAS TH. LOUKA & YIOI (PETRELAIOEIDI) LTD - Αμόλυβδη 95,Petrol,1.309,TRANSPORT,EKO
2025-12-28,R.A.M. OIL CYPRUS LIMITED - Κηροζίνη,Liquid fuels,0.998,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2025-12-28,LOUKAS TH. LOUKA & YIOI (PETRELAIOEIDI) LTD - Αμόλυβδη 98,Petrol,1.399,TRANSPORT,EKO
2025-12-28,LOUKAS TH. LOUKA & YIOI (PETRELAIOEIDI) LTD - Πετρέλαιο Κίνησης,Diesel,1.439,TRANSPORT,EKO
2025-12-28,LOUKAS TH. LOUKA & YIOI (PETRELAIOEIDI) LTD - Πετρέλαιο Θέρμανσης,Liquid fuels,0.899,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2025-12-28,ADELFOI P & P CHRISTODOULOU LIMITED - Πετρέλαιο Κίνησης,Diesel,1.379,TRANSPORT,PETROLINA
